name,city,state,address,pincode,contact,store_type,weekdays_timing,map_location
MORE SUPERMARKET,AURANGABAD,MAHARASHTRA,"Shree Hari Apartment, Plot No 127, CTS No:20587/7, Ganesh Mandir Road, Samarth Nagar, Aurangabad, Maharashtra 431005",431005,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3752.089385422119!2d75.32065101491368!3d19.8784471866327!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xf50a238769a956f%3A0xeee906a2d1f4b83b!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596539108921!5m2!1sen!2sin
MORE SUPERMARKET,AURANGABAD,MAHARASHTRA,"Lalit Lahri Circle, Muthiyan Corner, New Usmanpura, Aurangabad, Maharashtra 431001",431001,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15009.158644946487!2d75.3189446!3d19.8699871!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bdb9910ca9d3bbb%3A0x487db72b0ee2b330!2sMore%20store!5e0!3m2!1sen!2sin!4v1596539214493!5m2!1sen!2sin
MORE SUPERMARKET,PUNE,MAHARASHTRA,"Panchavati Colony, Opp Bhandari Hospital, Talegaon, Pune, Maharashtra 410507",410507,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d120906.2780950916!2d73.61301153738727!3d18.739184975861626!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x8404bb07e733521%3A0x8fc5d6247a510ed3!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596539646327!5m2!1sen!2sin
MORE SUPERMARKET,PUNE,MAHARASHTRA,"Rahatani Rd, Pimple Saudagar, Pune, Maharashtra 411027",411027,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3781.5417694508333!2d73.78578431489382!3d18.594686387365922!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2b918c433a5e7%3A0xd66e3a1aaba5290d!2sMore%20Retail%20Shopping%20Center!5e0!3m2!1sen!2sin!4v1596539779385!5m2!1sen!2sin
MORE SUPERMARKET,PUNE,MAHARASHTRA,"Shop No 3 &4, Silver Space, S. No 25, Aundh Wakad Road, Pimple Nilakh, Pune, Maharashtra 411027",411027,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15126.164385462227!2d73.7792182!3d18.5947167!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2b9234572fb9f%3A0x1c8318dd59c91ab8!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596539887969!5m2!1sen!2sin
MORE SUPERMARKET,PUNE,MAHARASHTRA,"Fortune Plaza Sasane Nagar Road, Near Railway Crossing, Vardhaman Twp, Sasane Nagar, Hadapsar, Pune, Maharashtra 411028",411028,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3783.898626806264!2d73.93122211489228!3d18.488250487427806!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2ea005a832953%3A0xd81cbd70ea745f2b!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596540031110!5m2!1sen!2sin
MORE SUPERMARKET,NAVI MUMBAI,MAHARASHTRA,"Sai Prasad Residency, Shop No: 2,3, Plot No: 252, Kopra, Sector 10, Kharghar, Mumbai, Maharashtra 410210",410210,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3771.669576786392!2d73.0729755!3d19.0342764!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3be7c26d4e33496f%3A0xd653df7a139ab8bd!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596540361721!5m2!1sen!2sin
MORE SUPERMARKET,PUNE,MAHARASHTRA,"Shewalewadi Rd, Manjri, Shewalewadi, Pune, Maharashtra 412307",412307,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d60531.28998988225!2d73.9173887!3d18.5196078!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2c321565ad2f1%3A0x62f75f4d15b68aeb!2sMore%20supermarket!5e0!3m2!1sen!2sin!4v1596540468706!5m2!1sen!2sin
MORE SUPERMARKET,KESHWAPUR,NORTH KARNATAKA,"432B/87, Emkay Complex,Near Madhura Colony, Beside Akshay Colony, Kusugal Rd, Keshwapur, Karnataka 580023",580023,6366236951,Supermarket,8:00 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3847.2433802240053!2d75.1526098148495!3d15.36329988932038!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1a6565878fc1c78b%3A0xe951cf8b548a8013!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596703267456!5m2!1sen!2sin
MORE SUPERMARKET,PUNE,MAHARASHTRA,"Survey No.127/2B/2, Skyline Commercial, Jai Mahesh Rd, Shankar Kalat Nagar, Wakad, Pimpri-Chinchwad, Maharashtra 411057",411057,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15125.508303535142!2d73.7480303!3d18.602102!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2b9707fd7569f%3A0xaef675658b3ad694!2sMORE%20Supermarket!5e0!3m2!1sen!2sin!4v1596540662213!5m2!1sen!2sin
MORE SUPERMARKET,PUNE,MAHARASHTRA,"The Greater Good, Survey No9, Mohammed Wadi, Pune, 411060",411060,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3784.3784681189272!2d73.914651014892!3d18.466508287440522!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2ebe25b16c7e1%3A0x52d2c3f513957506!2sMore%20Retail%20Limited!5e0!3m2!1sen!2sin!4v1596540775680!5m2!1sen!2sin
MORE SUPERMARKET,ANANTHAPUR,ANDHRA PRADESH,"PLOT NO.4/734, MEHBOOB TOWERS, PTC ROAD, AFTER FLYOVER,ANANTHAPUR.",515001,9705807100,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3859.57004146435!2d77.58963181484117!3d14.680324989751655!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb14b5743a857c7%3A0xea5a5490e23d3664!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596615293140!5m2!1sen!2sin
MORE SUPERMARKET,ANANTHAPUR,ANDHRA PRADESH,"GROUND FLOOR,WARD NO 12,SURVEY NO 283/2, JESUS NAGAR, ANANTHAPUR",515001,9705807101,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3859.75799213628!2d77.59680901484104!3d14.669670889758521!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb14ae426a31229%3A0xde0401b7aea0a24d!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596616134556!5m2!1sen!2sin
MORE SUPERMARKET,HINDUPURAM,ANDHRA PRADESH,"9-1-64, Railway Station Road, Mukkidipeta, Hindupuram, Andhra Pradesh 515201",515201,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7748.698882975539!2d77.4922836!3d13.8180434!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb1a3a099a9ccf3%3A0x71665b7fa0ba87ee!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596616609765!5m2!1sen!2sin
MORE SUPERMARKET,CHITTOOR,ANDHRA PRADESH,"NO-2/C8 KADIRI ROAD,OPP TO NTR CITRCLE,MADANAPLLI,CHITTOOR",517325,9705807145,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3878.6068417575843!2d78.49669251482834!3d13.559693090471983!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xf37641554ef37f1%3A0x7fd76ad49416beec!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596616683084!5m2!1sen!2sin
MORE SUPERMARKET,CHITTOOR,ANDHRA PRADESH,"16/174B, SLV Thetre Complex, Tilaknagar, Guntakal, Ananthapur District",515801,9912220025,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3850.884325134538!2d77.37689131484706!3d15.164696089445183!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb6ef495b02632b%3A0xe68408be8d6f6d68!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596616755151!5m2!1sen!2sin
MORE SUPERMARKET,CHITTOOR,ANDHRA PRADESH,"More Super Market, Ground Floor, H No. 9-49 To 53, KVD Complex, Opp: Andhra Bank, KVS Colony,DHONE, Kurnool Dt , AP-518222",518222,9912220057,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7693.158631926775!2d77.866495!3d15.3992532!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb6817a4693aff7%3A0xce548efabd2e5c9c!2sMore%20supermarket!5e0!3m2!1sen!2sin!4v1596616855709!5m2!1sen!2sin
MORE SUPERMARKET,CUDDAPPAH,ANDHRA PRADESH,"NGO'S COLONY, BESIDE VENKATESHWARA SWAMY TEMPLE, CUDDAPPAH",516001,9705807181,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7726.589791769032!2d78.8281824!3d14.4677485!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb37207d9595295%3A0xa5da251a766a4ebb!2sMore!5e0!3m2!1sen!2sin!4v1596616943587!5m2!1sen!2sin
MORE SUPERMARKET,KURNOOL,ANDHRA PRADESH,"Kurnool, Tadipatri, Andhra Pradesh 518123",518123,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3855.5019535615907!2d78.0070160148439!3d14.909102389606632!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x752b3d90c689aa6f!2sMore%20store!5e0!3m2!1sen!2sin!4v1596617022504!5m2!1sen!2sin
MORE SUPERMARKET,KURNOOL,ANDHRA PRADESH,"GROUND FLOOR PLOT NO. B-35 SRINIVASA NAGR,MAIN ROAD,NANDYAL.",518501,9705908960,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3844.9672760093863!2d78.48040091485106!3d15.486192289243437!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x9062d82c425c95f%3A0x4b025cc7fa936459!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596617123689!5m2!1sen!2sin
MORE SUPERMARKET,CUDDAPPAH,ANDHRA PRADESH,"H.NO 1/2493 & 2494 , HOUSING BOARD COLONY , NAGARJUPALLE, BESIDE RAJIV PARK, CUDDAPAH.",516003,9705134242,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3863.3983548391134!2d78.82583081483864!3d14.461800489890974!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xf631af07f9156bd%3A0x316a8cda93e7561b!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596617234508!5m2!1sen!2sin
MORE SUPERMARKET,PRODDATUR,ANDHRA PRADESH,"Ground Floor, D.No: 8/710 TO 715, Gandhi Rd, Beside Prasad Reddy Hospital, Proddatur, 516360",516360,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3858.297130081688!2d78.54654521484203!3d14.752282689706083!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb478a157d9e6dd%3A0x1319c6b3175668bb!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596617312644!5m2!1sen!2sin
MORE SUPERMARKET,CUDDAPPAH,ANDHRA PRADESH,"Ground Floor, D No. 37/11, Sanjeeva Nagar Colony (S N Colony), Opp. SBI, Main Road, Rayachoty, ",516269,9912229899,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3870.4327289998682!2d78.7491438!3d14.0516056!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb3038373f43511%3A0x79db38aed9f8ba16!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596617428824!5m2!1sen!2sin
MORE SUPERMARKET,KURNOOL,ANDHRA PRADESH,"Kurnool Rd, A.P.Housing Board Colony, NGO Colony, Adoni, Andhra Pradesh 518302",518301,9705807186,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3842.2812021431273!2d77.28403561485287!3d15.630007189153554!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1a49c0b2ccfff06d%3A0x1852f89a0ef0b75f!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596617502856!5m2!1sen!2sin
MORE SUPERMARKET,KURNOOL,ANDHRA PRADESH,"MADHAVNAGAR,NANDYAL ROAD, KURNOOL",518004,9705807187,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3839.042591054428!2d78.0459536148551!3d15.801708089046658!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb5ddbde2c82ba7%3A0xe2e5fffc407e8847!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596617586697!5m2!1sen!2sin
MORE SUPERMARKET,KURNOOL,ANDHRA PRADESH,"D. NO 43/162 TO 165, WARD NO 43 , SURVEY NO 151/2, SOMA PULLIAH GOUD COMPLEX ,NARSINGA RAO PETA,KURNOOL.",518004,9705908965,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15353.428595875781!2d78.0410415!3d15.8378154!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xfa2ac23a01df62c3!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596617671114!5m2!1sen!2sin
MORE SUPERMARKET,KURNOOL,ANDHRA PRADESH,"Beside SRMP Transport, Opp HDFC Bank, SBI Park Road, Yemmiganur",518360,9912275409,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3839.7036405661643!2d77.47449061485466!3d15.766809389068312!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x172c832ffb03b4fd%3A0x7cff7f7c85117534!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596618290803!5m2!1sen!2sin
MORE SUPERMARKET,ONGOLE,ANDHRA PRADESH,34-1-2    FLR-G    AISHWARYA  RESIDENCY  OPP  DISTRICT  COURT    GOVT.  HOSPITAL  ROAD    ONGOLE  PRAKASAM  DISTRICT,523001,9912226852,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7689.401097964924!2d80.0372955!3d15.5005313!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a4b0105e030cf49%3A0x7de27be8e4f31072!2sMore!5e0!3m2!1sen!2sin!4v1596618361340!5m2!1sen!2sin
MORE SUPERMARKET,ONGOLE,ANDHRA PRADESH,D.NO:  37-1-8/5  NEW  ABHILASHA  LODGE  NELLORE  BUSTAND  ROAD  ONGOLE.,523001,9912226920,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7689.401097964924!2d80.0372955!3d15.5005313!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1a38b8370a002fcd%3A0x64e326feeff5304b!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596618439577!5m2!1sen!2sin
MORE SUPERMARKET,GUNTUR,ANDHRA PRADESH,"# 9-9-41 ARUNDALPET , BANK STRRET ,NARSARAOPET, GUNTUR.",522601,9705807042,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3830.727358447886!2d80.04457621486068!3d16.234450288779005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x180cbbaeb7f16ec3%3A0x53552d706756783!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596618555011!5m2!1sen!2sin
MORE SUPERMARKET,ONGOLE,ANDHRA PRADESH,"GROUND FLOOR , SURVEY NO.291, D.NO.8-57,MUNGAMUR ROAD , ONGOLE.",523001,9705908969,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7689.401864691943!2d80.0373169!3d15.5005107!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x10a884b62627b543%3A0x19c9a037ae4d8bbe!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596618637554!5m2!1sen!2sin
MORE SUPERMARKET,ONGOLE,ANDHRA PRADESH,"Beside State Bank Of India,  Opp. Kotta Reddy Street, CPM Office, OV Road, Kandukur.",523105,9705046611,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3849.8968843477737!2d79.90793381484772!3d15.218808389411194!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x19c6b5f6aec5c1db%3A0x871a319a6e5099cf!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596618745752!5m2!1sen!2sin
MORE SUPERMARKET,ONGOLE,ANDHRA PRADESH,"Old #  21-1-42 & 46, Neralla Buildings, Near Pragada Kotaiah Statue, Andhra Ratna Road, Chirala",523155,9912220889,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3838.5264316824837!2d80.35566221485539!3d15.82890548902982!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a4a441905dfce3d%3A0xc190809c4a415f03!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596618816016!5m2!1sen!2sin
MORE SUPERMARKET,GUNTUR,ANDHRA PRADESH,"More Super Market, Ground Floor, D No. 6-233, Bhasker Centre, TSR Complex, CHILAKALURIPETA, GUNTUR Dt, AP-522616
",522616,9912202727,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7667.0473295944485!2d80.157568!3d16.0901895!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a4a630a451db3b7%3A0x575011bb98f89893!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596618952010!5m2!1sen!2sin
MORE SUPERMARKET,CHITTOOR,ANDHRA PRADESH,D.NO  8-160  NEW  BALAJI  COLONY  FIRST  FLOOR  MR  PALLI  CIRCLE  OPP  TO  SAPTHAGIRI  GRAMEENA  BANK  TIRUPATI,517501,9912226922,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31019.279065774885!2d79.4189431!3d13.632813!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a4d4b13bbb258d3%3A0x4104f23f6a447339!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596619011376!5m2!1sen!2sin
MORE SUPERMARKET,TIRUPATI,ANDHRA PRADESH,D.NO  19-1-488  OPP  TO  PARK  BAIRAGIPATTEDA  TIRUPATI,517503,9912226923,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31019.542061695145!2d79.3944813!3d13.6308099!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x196a0e3aeb2d7ae3%3A0xbecf2077465c1a63!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596619101922!5m2!1sen!2sin
MORE SUPERMARKET,TIRUPATI,ANDHRA PRADESH,"H.No 18-1-45/B, K. T Road , Tirupathi.",517501,9705908987,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31019.542061695145!2d79.3944813!3d13.6308099!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a4d4afbf92eb149%3A0xeea3767367194fe3!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596619183393!5m2!1sen!2sin
MORE SUPERMARKET,NELLORE,ANDHRA PRADESH,"PLOT  NO.488B  488C  &  488D, K.INTERIOR  TOWERS OPP:  CANARA  BANK    MAGUNTA  LAYOUT  NELLORE.",524003,9912226853,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d30912.629742683934!2d79.9531645!3d14.4226256!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a4cf3308905e0b1%3A0xecda482f7388a1a8!2sMore!5e0!3m2!1sen!2sin!4v1596619256309!5m2!1sen!2sin
MORE SUPERMARKET,CHITTOOR,ANDHRA PRADESH,"MSR Circle, Chittoor-Bangalore Rd, Chittoor, Andhra Pradesh 517001",517001,9912226921,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15536.589043104295!2d79.0998381!3d13.2160697!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bad5c032bc8f285%3A0xb296ebcc41a5bc84!2sMORE%20Super%20Market!5e0!3m2!1sen!2sin!4v1596619353147!5m2!1sen!2sin
MORE SUPERMARKET,CHITTOOR,ANDHRA PRADESH,D.NO:2-122  BLOCK  NO:1 OFFICERS  LANE KONGA  REDDY  PALL  CHITTOOR,517001,9912226924,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3884.1477576380203!2d79.10643641482457!3d13.216038490695897!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1a1248b2736b9b2b%3A0xa44e913794a7495f!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596619450752!5m2!1sen!2sin
MORE SUPERMARKET,NELLORE,ANDHRA PRADESH,"GROUND FLOOR, D.NO. 26-111-1500, MVS KALYANMADAPAM, VEDHAIPALLEM, NELLORE",524004,9705807146,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d30912.629742683934!2d79.9531645!3d14.4226256!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xa27a7f26cc41341%3A0xffd61a8a76e71bf4!2sMore!5e0!3m2!1sen!2sin!4v1596619561490!5m2!1sen!2sin
MORE SUPERMARKET,NELLORE,ANDHRA PRADESH,"More Super Market, G Floor, Plot No:10,Opp. Kotak Mahindra Bank, Survey No: 85-3C,Near HDR Complex, SHAR Bypass Road,SULLURUPETA, Nellore Dt, AP-524121",524121,9494697347,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3876.244352535228!2d80.01945261482994!3d13.703645190378602!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a4d75e4eb455ab1%3A0xb5d21fc92732648f!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596619769998!5m2!1sen!2sin
MORE SUPERMARKET,NELLORE,ANDHRA PRADESH,"Ground Floor, Plot # 31 & 32, Ward No.27, Block No.1, Survey No. 845/1, 864/2,866/2 & 867,  Near Ganesh Temple, Opp: Children Park, Ramjinagar, Stonehousepet, NELLORE - 524002",524002,9912229711,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d30912.629742683934!2d79.9531645!3d14.4226256!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a4cf334f5862251%3A0xe301fa5e5a779db6!2sMore%20super%20market!5e0!3m2!1sen!2sin!4v1596620741410!5m2!1sen!2sin
MORE SUPERMARKET,GUNTUR,ANDHRA PRADESH,"Ground Floor ,D-No 2-1-74 & 74/1 ,Burripalem Road,Near Ratna Talkies ,Tenali , Guntur Dist.",522201,9705178383,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3830.6426076074226!2d80.65098081486069!3d16.238803088776358!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a4a060b68f1788b%3A0x329de3a6332be2ad!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596620817313!5m2!1sen!2sin
MORE SUPERMARKET,VIJAYAWADA,ANDHRA PRADESH,DOOR  NO.  59/A    28-3  GROUND  FLOOR    AUTONAGAR  ROAD    GURUNANAK  COLONY    VIJAYAWADA,520008,9912226216,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3825.4482986978696!2d80.6639163!3d16.5034503!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a35fad01d4b71a9%3A0x9ef35885cd76df2d!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596620893096!5m2!1sen!2sin
MORE SUPERMARKET,VIJAYAWADA,ANDHRA PRADESH,"GROUND FLOOR, H NO 9-118,BESIDE ASHOKNAGAR,VIJAYWADA,KRISHNA DIST.",520007,9705908957,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3825.7623187614195!2d80.675658314864!3d16.487568488623683!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xf4dabdaab7d0517%3A0x3840c8dccb493d7e!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596620961944!5m2!1sen!2sin
MORE SUPERMARKET,VIJAYAWADA,ANDHRA PRADESH,"Ground Floor, D No. 6-1195,  Hyderabad Rd, Seetharamapuram,Jaggayyapet, Krishna Dist,AP- 521175 ",521175,9912229588,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3817.6166445058407!2d80.09563621486949!3d16.894847988375485!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a35071cbda596a5%3A0x6273e5b02e5f8437!2sMORE%20Super%20Market!5e0!3m2!1sen!2sin!4v1596621036488!5m2!1sen!2sin
MORE SUPERMARKET,VIJAYAWADA,ANDHRA PRADESH,"H No. 1-306, Main Road, Nr Andhra Bank, , Near Andhra Bank, Poranki   521137 ",521137,9912229811,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3825.9425429249313!2d80.69911801486386!3d16.478446788629277!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a35fb8337a7d7ad%3A0x349b07a17a9b2e9e!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596621103898!5m2!1sen!2sin
MORE SUPERMARKET,VIJAYAWADA,ANDHRA PRADESH,"D No. 7-157,158 & 159, Near Penamaluru Police Station, Panta Kaluva Road, Kamayya Thopu, Kanuru, Vijayawada,Krishna Dist, AP-520007",520007,9912220112,Supermarket,7.30am to 9.30pm,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3825.8158997968926!2d80.6864362!3d16.4848571!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a35fb0e617825e3%3A0xbacb5cda4d170e87!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596621219520!5m2!1sen!2sin
